"corner","active"
"150,450","true"
"150,480","true"
"150,510","true"
"150,540","true"
"150,570","true"
"150,600","true"
"150,630","true"
"150,660","false"
"150,690","false"
"150,720","false"
"150,750","false"
"150,780","false"
"150,810","false"
"150,840","false"
"150,870","false"
"150,900","false"
"150,930","false"
"180,0","false"
"180,30","false"
"180,60","false"
"180,90","true"
"180,120","true"
"180,150","true"
"180,180","true"
"180,210","true"
"180,240","true"
"180,270","true"
"180,300","true"
"180,330","true"
"180,360","true"
"180,390","true"
"180,420","true"
"180,450","true"
"180,480","true"
"180,510","true"
"180,540","true"
"180,570","true"
"180,600","true"
"180,630","true"
"180,660","true"
"180,690","false"
"180,720","false"
"180,750","false"
"180,780","false"
"180,810","false"
"180,840","false"
"180,870","false"
"180,900","false"
"180,930","false"
"210,0","false"
"210,30","false"
"210,60","false"
"210,90","true"
"210,120","true"
"210,150","true"
"210,180","true"
"210,210","false"
"210,240","false"
"210,270","false"
"210,300","false"
"210,330","false"
"210,360","false"
"210,390","false"
"210,420","false"
"210,450","false"
"210,480","false"
"210,510","false"
"210,540","false"
"210,570","true"
"210,600","true"
"210,630","true"
"210,660","true"
"210,690","false"
"210,720","false"
"210,750","false"
"210,780","false"
"210,810","false"
"210,840","false"
"210,870","false"
"210,900","false"
"210,930","false"
"240,0","false"
"240,30","false"
"240,60","false"
"240,90","true"
"240,120","true"
"240,150","true"
"240,180","false"
"240,210","false"
"240,240","true"
"240,270","true"
"240,300","true"
"240,330","true"
"240,360","true"
"240,390","true"
"240,420","true"
"240,450","true"
"240,480","true"
"240,510","false"
"240,540","false"
"240,570","false"
"240,600","true"
"240,630","true"
"240,660","true"
"240,690","false"
"240,720","false"
"240,750","false"
"240,780","false"
"240,810","false"
"240,840","false"
"240,870","false"
"240,900","false"
"240,930","false"
"270,0","false"
"270,30","false"
"270,60","false"
"270,90","true"
"270,120","true"
"270,150","true"
"270,180","false"
"270,210","true"
"270,240","true"
"270,270","true"
"270,300","true"
"270,330","true"
"270,360","true"
"270,390","true"
"270,420","true"
"270,450","true"
"270,480","true"
"270,510","true"
"270,540","false"
"270,570","false"
"270,600","true"
"270,630","true"
"270,660","true"
"270,690","false"
"270,720","false"
"270,750","false"
"270,780","false"
"270,810","false"
"270,840","false"
"270,870","false"
"270,900","false"
"270,930","false"
"300,0","false"
"300,30","false"
"300,60","false"
"300,90","true"
"300,120","true"
"300,150","true"
"300,180","false"
"300,210","true"
"300,240","true"
"300,270","true"
"300,300","true"
"300,330","true"
"300,360","true"
"300,390","true"
"300,420","true"
"300,450","true"
"300,480","true"
"300,510","true"
"300,540","true"
"300,570","false"
"300,600","true"
"300,630","true"
"300,660","true"
"300,690","false"
"300,720","false"
"300,750","false"
"300,780","false"
"300,810","false"
"300,840","false"
"300,870","false"
"300,900","false"
"300,930","false"
"330,0","false"
"330,30","false"
"330,60","false"
"330,90","true"
"330,120","true"
"330,150","true"
"330,180","false"
"330,210","true"
"330,240","true"
"330,270","true"
"330,300","false"
"330,330","false"
"330,360","false"
"330,390","false"
"330,420","false"
"330,450","false"
"330,480","true"
"330,510","true"
"330,540","true"
"330,570","false"
"330,600","true"
"330,630","true"
"330,660","true"
"330,690","false"
"330,720","false"
"330,750","false"
"330,780","false"
"330,810","false"
"330,840","false"
"330,870","false"
"330,900","false"
"330,930","false"
"360,0","false"
"360,30","false"
"360,60","false"
"360,90","true"
"360,120","true"
"360,150","true"
"360,180","false"
"360,210","true"
"360,240","true"
"360,270","true"
"360,300","false"
"360,330","false"
"360,360","false"
"360,390","false"
"360,420","false"
"360,450","false"
"360,480","true"
"360,510","true"
"360,540","true"
"360,570","false"
"360,600","true"
"360,630","true"
"360,660","true"
"360,690","false"
"360,720","false"
"360,750","false"
"360,780","false"
"360,810","false"
"360,840","false"
"360,870","false"
"360,900","false"
"360,930","false"
"390,0","false"
"390,30","false"
"390,60","false"
"390,90","true"
"390,120","true"
"390,150","true"
"390,180","false"
"390,210","true"
"390,240","true"
"390,270","true"
"390,300","false"
"390,330","false"
"390,360","true"
"390,390","true"
"390,420","false"
"390,450","false"
"390,480","true"
"390,510","true"
"390,540","true"
"390,570","false"
"390,600","true"
"390,630","true"
"390,660","true"
"390,690","false"
"390,720","false"
"390,750","false"
"390,780","false"
"390,810","false"
"390,840","false"
"390,870","false"
"390,900","false"
"390,930","false"
"420,0","false"
"420,30","false"
"420,60","false"
"420,90","true"
"420,120","true"
"420,150","true"
"420,180","false"
"420,210","true"
"420,240","true"
"420,270","true"
"420,300","false"
"420,330","false"
"420,360","true"
"420,390","true"
"420,420","true"
"420,450","true"
"420,480","true"
"420,510","true"
"420,540","true"
"420,570","false"
"420,600","true"
"420,630","true"
"420,660","true"
"420,690","false"
"420,720","false"
"420,750","false"
"420,780","false"
"420,810","false"
"420,840","false"
"420,870","false"
"420,900","false"
"420,930","false"
"450,0","false"
"450,30","false"
"450,60","false"
"450,90","true"
"450,120","true"
"450,150","true"
"450,180","false"
"450,210","true"
"450,240","true"
"450,270","true"
"450,300","false"
"450,330","false"
"450,360","true"
"450,390","true"
"450,420","true"
"450,450","true"
"450,480","true"
"450,510","true"
"450,540","true"
"450,570","false"
"450,600","true"
"450,630","true"
"450,660","true"
"450,690","false"
"450,720","false"
"450,750","false"
"450,780","false"
"450,810","false"
"450,840","false"
"450,870","false"
"450,900","false"
"450,930","false"
"480,0","false"
"480,30","false"
"480,60","false"
"480,90","true"
"480,120","true"
"480,150","true"
"480,180","false"
"480,210","false"
"480,240","true"
"480,270","true"
"480,300","false"
"480,330","false"
"480,360","false"
"480,390","true"
"480,420","true"
"480,450","true"
"480,480","true"
"480,510","true"
"480,540","false"
"480,570","false"
"480,600","true"
"480,630","true"
"480,660","true"
"480,690","false"
"480,720","false"
"480,750","false"
"480,780","false"
"480,810","false"
"480,840","false"
"480,870","false"
"480,900","false"
"480,930","false"
"510,0","false"
"510,30","false"
"510,60","false"
"510,90","false"
"510,120","true"
"510,150","true"
"510,180","true"
"510,210","false"
"510,240","false"
"510,270","false"
"510,300","false"
"510,330","false"
"510,360","false"
"510,390","false"
"510,420","false"
"510,450","false"
"510,480","false"
"510,510","false"
"510,540","false"
"510,570","true"
"510,600","true"
"510,630","true"
"510,660","false"
"510,690","false"
"510,720","false"
"510,750","false"
"510,780","false"
"510,810","false"
"510,840","false"
"510,870","false"
"510,900","false"
"510,930","false"
"540,0","false"
"540,30","false"
"540,60","false"
"540,90","true"
"540,120","true"
"540,150","true"
"540,180","false"
"540,210","false"
"540,240","true"
"540,270","true"
"540,300","true"
"540,330","true"
"540,360","true"
"540,390","true"
"540,420","true"
"540,450","true"
"540,480","true"
"540,510","false"
"540,540","false"
"540,570","false"
"540,600","true"
"540,630","true"
"540,660","true"
"540,690","false"
"540,720","false"
"540,750","false"
"540,780","false"
"540,810","false"
"540,840","false"
"540,870","false"
"540,900","false"
"540,930","false"
"570,0","false"
"570,30","false"
"570,60","false"
"570,90","true"
"570,120","true"
"570,150","true"
"570,180","false"
"570,210","true"
"570,240","true"
"570,270","true"
"570,300","true"
"570,330","true"
"570,360","true"
"570,390","true"
"570,420","true"
"570,450","true"
"570,480","true"
"570,510","true"
"570,540","false"
"570,570","false"
"570,600","true"
"570,630","true"
"570,660","true"
"570,690","false"
"570,720","false"
"570,750","false"
"570,780","false"
"570,810","false"
"570,840","false"
"570,870","false"
"570,900","false"
"570,930","false"
"600,0","false"
"600,30","false"
"600,60","false"
"600,90","true"
"600,120","true"
"600,150","true"
"600,180","false"
"600,210","true"
"600,240","true"
"600,270","true"
"600,300","true"
"600,330","true"
"600,360","true"
"600,390","true"
"600,420","true"
"600,450","true"
"600,480","true"
"600,510","true"
"600,540","true"
"600,570","false"
"600,600","true"
"600,630","true"
"600,660","true"
"600,690","false"
"600,720","false"
"600,750","false"
"600,780","false"
"600,810","false"
"600,840","false"
"600,870","false"
"600,900","false"
"600,930","false"
"630,0","false"
"630,30","false"
"630,60","false"
"630,90","true"
"630,120","true"
"630,150","true"
"630,180","false"
"630,210","true"
"630,240","true"
"630,270","true"
"630,300","false"
"630,330","false"
"630,360","false"
"630,390","false"
"630,420","false"
"630,450","true"
"630,480","true"
"630,510","true"
"630,540","true"
"630,570","false"
"630,600","true"
"630,630","true"
"630,660","true"
"630,690","false"
"630,720","false"
"630,750","false"
"630,780","false"
"630,810","false"
"630,840","false"
"630,870","false"
"630,900","false"
"630,930","false"
"660,0","false"
"660,30","false"
"660,60","false"
"660,90","true"
"660,120","true"
"660,150","true"
"660,180","false"
"660,210","true"
"660,240","true"
"660,270","true"
"660,300","false"
"660,330","false"
"660,360","false"
"660,390","false"
"660,420","false"
"660,450","false"
"660,480","true"
"660,510","true"
"660,540","true"
"660,570","false"
"660,600","true"
"660,630","true"
"660,660","true"
"660,690","false"
"660,720","false"
"660,750","false"
"660,780","false"
"660,810","false"
"660,840","false"
"660,870","false"
"660,900","false"
"660,930","false"
"690,0","false"
"690,30","false"
"690,60","false"
"690,90","true"
"690,120","true"
"690,150","true"
"690,180","false"
"690,210","true"
"690,240","true"
"690,270","true"
"690,300","true"
"690,330","false"
"690,360","false"
"690,390","false"
"690,420","false"
"690,450","false"
"690,480","true"
"690,510","true"
"690,540","true"
"690,570","false"
"690,600","true"
"690,630","true"
"690,660","true"
"690,690","false"
"690,720","false"
"690,750","false"
"690,780","false"
"690,810","false"
"690,840","false"
"690,870","false"
"690,900","false"
"690,930","false"
"720,0","false"
"720,30","false"
"720,60","false"
"720,90","true"
"720,120","true"
"720,150","true"
"720,180","false"
"720,210","true"
"720,240","true"
"720,270","true"
"720,300","true"
"720,330","true"
"720,360","true"
"720,390","true"
"720,420","true"
"720,450","true"
"720,480","true"
"720,510","true"
"720,540","true"
"720,570","false"
"720,600","true"
"720,630","true"
"720,660","true"
"720,690","false"
"720,720","false"
"720,750","false"
"720,780","false"
"720,810","false"
"720,840","false"
"720,870","false"
"720,900","false"
"720,930","false"
"750,0","false"
"750,30","false"
"750,60","false"
"750,90","true"
"750,120","true"
"750,150","true"
"750,180","false"
"750,210","true"
"750,240","true"
"750,270","true"
"750,300","true"
"750,330","true"
"750,360","true"
"750,390","true"
"750,420","true"
"750,450","true"
"750,480","true"
"750,510","true"
"750,540","true"
"750,570","false"
"750,600","true"
"750,630","true"
"750,660","true"
"750,690","false"
"750,720","false"
"750,750","false"
"750,780","false"
"750,810","false"
"750,840","false"
"750,870","false"
"750,900","false"
"750,930","false"
"780,0","false"
"780,30","false"
"780,60","false"
"780,90","true"
"780,120","true"
"780,150","true"
"780,180","false"
"780,210","false"
"780,240","true"
"780,270","true"
"780,300","true"
"780,330","true"
"780,360","true"
"780,390","true"
"780,420","true"
"780,450","true"
"780,480","true"
"780,510","true"
"780,540","false"
"780,570","false"
"780,600","true"
"780,630","true"
"780,660","true"
"780,690","false"
"780,720","false"
"780,750","false"
"780,780","false"
"780,810","false"
"780,840","false"
"780,870","false"
"780,900","false"
"780,930","false"
"810,0","false"
"810,30","false"
"810,60","false"
"810,90","false"
"810,120","true"
"810,150","true"
"810,180","true"
"810,210","false"
"810,240","false"
"810,270","false"
"810,300","false"
"810,330","false"
"810,360","false"
"810,390","false"
"810,420","false"
"810,450","false"
"810,480","false"
"810,510","false"
"810,540","false"
"810,570","true"
"810,600","true"
"810,630","true"
"810,660","false"
"810,690","false"
"810,720","false"
"810,750","false"
"810,780","false"
"810,810","false"
"810,840","false"
"810,870","false"
"810,900","false"
"810,930","false"
"840,0","false"
"840,30","false"
"840,60","false"
"840,90","true"
"840,120","true"
"840,150","true"
"840,180","false"
"840,210","false"
"840,240","true"
"840,270","true"
"840,300","true"
"840,330","true"
"840,360","true"
"840,390","true"
"840,420","true"
"840,450","true"
"840,480","true"
"840,510","true"
"840,540","false"
"840,570","false"
"840,600","true"
"840,630","true"
"840,660","true"
"840,690","false"
"840,720","false"
"840,750","false"
"840,780","false"
"840,810","false"
"840,840","false"
"840,870","false"
"840,900","false"
"840,930","false"
"870,0","false"
"870,30","false"
"870,60","false"
"870,90","true"
"870,120","true"
"870,150","true"
"870,180","false"
"870,210","true"
"870,240","true"
"870,270","true"
"870,300","true"
"870,330","true"
"870,360","true"
"870,390","true"
"870,420","true"
"870,450","true"
"870,480","true"
"870,510","true"
"870,540","true"
"870,570","false"
"870,600","true"
"870,630","true"
"870,660","true"
"870,690","false"
"870,720","false"
"870,750","false"
"870,780","false"
"870,810","false"
"870,840","false"
"870,870","false"
"870,900","false"
"870,930","false"
"900,0","false"
"900,30","false"
"900,60","false"
"900,90","true"
"900,120","true"
"900,150","true"
"900,180","false"
"900,210","true"
"900,240","true"
"900,270","true"
"900,300","true"
"900,330","true"
"900,360","true"
"900,390","true"
"900,420","true"
"900,450","true"
"900,480","true"
"900,510","true"
"900,540","true"
"900,570","false"
"900,600","true"
"900,630","true"
"900,660","true"
"900,690","false"
"900,720","false"
"900,750","false"
"900,780","false"
"900,810","false"
"900,840","false"
"900,870","false"
"900,900","false"
"900,930","false"
"930,0","false"
"930,30","false"
"930,60","false"
"930,90","true"
"930,120","true"
"930,150","true"
"930,180","false"
"930,210","false"
"930,240","true"
"930,270","true"
"930,300","true"
"930,330","false"
"930,360","false"
"930,390","false"
"930,420","false"
"930,450","false"
"930,480","false"
"930,510","false"
"930,540","false"
"930,570","false"
"930,600","true"
"930,630","true"
"930,660","true"
"930,690","false"
"930,720","false"
"930,750","false"
"930,780","false"
"930,810","false"
"930,840","false"
"930,870","false"
"930,900","false"
"930,930","false"
"960,0","false"
"960,30","false"
"960,60","false"
"960,90","true"
"960,120","true"
"960,150","true"
"960,180","false"
"960,210","false"
"960,240","false"
"960,270","true"
"960,300","true"
"960,330","true"
"960,360","true"
"960,390","false"
"960,420","false"
"960,450","false"
"960,480","false"
"960,510","false"
"960,540","false"
"960,570","false"
"960,600","true"
"960,630","true"
"960,660","true"
"960,690","false"
"960,720","false"
"960,750","false"
"960,780","false"
"960,810","false"
"960,840","false"
"960,870","false"
"960,900","false"
"960,930","false"
"990,0","false"
"990,30","false"
"990,60","false"
"990,90","true"
"990,120","true"
"990,150","true"
"990,180","false"
"990,210","false"
"990,240","false"
"990,270","false"
"990,300","true"
"990,330","true"
"990,360","true"
"990,390","true"
"990,420","false"
"990,450","false"
"990,480","false"
"990,510","false"
"990,540","false"
"990,570","false"
"990,600","true"
"990,630","true"
"990,660","true"
"990,690","false"
"990,720","false"
"990,750","false"
"990,780","false"
"990,810","false"
"990,840","false"
"990,870","false"
"990,900","false"
"990,930","false"
"1020,0","false"
"1020,30","false"
"1020,60","false"
"1020,90","true"
"1020,120","true"
"1020,150","true"
"1020,180","false"
"1020,210","true"
"1020,240","true"
"1020,270","true"
"1020,300","true"
"1020,330","true"
"1020,360","true"
"1020,390","true"
"1020,420","true"
"1020,450","true"
"1020,480","true"
"1020,510","true"
"1020,540","true"
"1020,570","false"
"1020,600","true"
"1020,630","true"
"1020,660","true"
"1020,690","false"
"1020,720","false"
"1020,750","false"
"1020,780","false"
"1020,810","false"
"1020,840","false"
"1020,870","false"
"1020,900","false"
"1020,930","false"
"1050,0","false"
"1050,30","false"
"1050,60","false"
"1050,90","true"
"1050,120","true"
"1050,150","true"
"1050,180","false"
"1050,210","true"
"1050,240","true"
"1050,270","true"
"1050,300","true"
"1050,330","true"
"1050,360","true"
"1050,390","true"
"1050,420","true"
"1050,450","true"
"1050,480","true"
"1050,510","true"
"1050,540","true"
"1050,570","false"
"1050,600","true"
"1050,630","true"
"1050,660","true"
"1050,690","false"
"1050,720","false"
"1050,750","false"
"1050,780","false"
"1050,810","false"
"1050,840","false"
"1050,870","false"
"1050,900","false"
"1050,930","false"
"1080,0","false"
"1080,30","false"
"1080,60","false"
"1080,90","true"
"1080,120","true"
"1080,150","true"
"1080,180","false"
"1080,210","false"
"1080,240","true"
"1080,270","true"
"1080,300","true"
"1080,330","true"
"1080,360","true"
"1080,390","true"
"1080,420","true"
"1080,450","true"
"1080,480","true"
"1080,510","true"
"1080,540","false"
"1080,570","false"
"1080,600","true"
"1080,630","true"
"1080,660","true"
"1080,690","false"
"1080,720","false"
"1080,750","false"
"1080,780","false"
"1080,810","false"
"1080,840","false"
"1080,870","false"
"1080,900","false"
"1080,930","false"
"1110,0","false"
"1110,30","false"
"1110,60","false"
"1110,90","false"
"1110,120","true"
"1110,150","true"
"1110,180","true"
"1110,210","false"
"1110,240","false"
"1110,270","false"
"1110,300","false"
"1110,330","false"
"1110,360","false"
"1110,390","false"
"1110,420","false"
"1110,450","false"
"1110,480","false"
"1110,510","false"
"1110,540","false"
"1110,570","true"
"1110,600","true"
"1110,630","true"
"1110,660","false"
"1110,690","false"
"1110,720","false"
"1110,750","false"
"1110,780","false"
"1110,810","false"
"1110,840","false"
"1110,870","false"
"1110,900","false"
"1110,930","false"
"1140,0","false"
"1140,30","false"
"1140,60","false"
"1140,90","true"
"1140,120","true"
"1140,150","true"
"1140,180","false"
"1140,210","false"
"1140,240","true"
"1140,270","true"
"1140,300","true"
"1140,330","true"
"1140,360","true"
"1140,390","true"
"1140,420","true"
"1140,450","true"
"1140,480","true"
"1140,510","false"
"1140,540","false"
"1140,570","false"
"1140,600","true"
"1140,630","true"
"1140,660","true"
"1140,690","false"
"1140,720","false"
"1140,750","false"
"1140,780","false"
"1140,810","false"
"1140,840","false"
"1140,870","false"
"1140,900","false"
"1140,930","false"
"1170,0","false"
"1170,30","false"
"1170,60","false"
"1170,90","true"
"1170,120","true"
"1170,150","true"
"1170,180","false"
"1170,210","true"
"1170,240","true"
"1170,270","true"
"1170,300","true"
"1170,330","true"
"1170,360","true"
"1170,390","true"
"1170,420","true"
"1170,450","true"
"1170,480","true"
"1170,510","true"
"1170,540","false"
"1170,570","false"
"1170,600","true"
"1170,630","true"
"1170,660","true"
"1170,690","false"
"1170,720","false"
"1170,750","false"
"1170,780","false"
"1170,810","false"
"1170,840","false"
"1170,870","false"
"1170,900","false"
"1170,930","false"
"1200,0","false"
"1200,30","false"
"1200,60","false"
"1200,90","true"
"1200,120","true"
"1200,150","true"
"1200,180","false"
"1200,210","true"
"1200,240","true"
"1200,270","true"
"1200,300","true"
"1200,330","true"
"1200,360","true"
"1200,390","true"
"1200,420","true"
"1200,450","true"
"1200,480","true"
"1200,510","true"
"1200,540","true"
"1200,570","false"
"1200,600","true"
"1200,630","true"
"1200,660","true"
"1200,690","false"
"1200,720","false"
"1200,750","false"
"1200,780","false"
"1200,810","false"
"1200,840","false"
"1200,870","false"
"1200,900","false"
"1200,930","false"
"1230,0","false"
"1230,30","false"
"1230,60","false"
"1230,90","true"
"1230,120","true"
"1230,150","true"
"1230,180","false"
"1230,210","true"
"1230,240","true"
"1230,270","true"
"1230,300","false"
"1230,330","false"
"1230,360","false"
"1230,390","false"
"1230,420","false"
"1230,450","true"
"1230,480","true"
"1230,510","true"
"1230,540","true"
"1230,570","false"
"1230,600","true"
"1230,630","true"
"1230,660","true"
"1230,690","false"
"1230,720","false"
"1230,750","false"
"1230,780","false"
"1230,810","false"
"1230,840","false"
"1230,870","false"
"1230,900","false"
"1230,930","false"
"1260,0","false"
"1260,30","false"
"1260,60","false"
"1260,90","true"
"1260,120","true"
"1260,150","true"
"1260,180","false"
"1260,210","true"
"1260,240","true"
"1260,270","true"
"1260,300","false"
"1260,330","false"
"1260,360","false"
"1260,390","false"
"1260,420","false"
"1260,450","false"
"1260,480","true"
"1260,510","true"
"1260,540","true"
"1260,570","false"
"1260,600","true"
"1260,630","true"
"1260,660","true"
"1260,690","false"
"1260,720","false"
"1260,750","false"
"1260,780","false"
"1260,810","false"
"1260,840","false"
"1260,870","false"
"1260,900","false"
"1260,930","false"
"1290,0","false"
"1290,30","false"
"1290,60","false"
"1290,90","true"
"1290,120","true"
"1290,150","true"
"1290,180","false"
"1290,210","true"
"1290,240","true"
"1290,270","true"
"1290,300","true"
"1290,330","false"
"1290,360","false"
"1290,390","false"
"1290,420","false"
"1290,450","false"
"1290,480","true"
"1290,510","true"
"1290,540","true"
"1290,570","false"
"1290,600","true"
"1290,630","true"
"1290,660","true"
"1290,690","false"
"1290,720","false"
"1290,750","false"
"1290,780","false"
"1290,810","false"
"1290,840","false"
"1290,870","false"
"1290,900","false"
"1290,930","false"
"1320,0","false"
"1320,30","false"
"1320,60","false"
"1320,90","true"
"1320,120","true"
"1320,150","true"
"1320,180","false"
"1320,210","true"
"1320,240","true"
"1320,270","true"
"1320,300","true"
"1320,330","true"
"1320,360","true"
"1320,390","true"
"1320,420","true"
"1320,450","true"
"1320,480","true"
"1320,510","true"
"1320,540","true"
"1320,570","false"
"1320,600","true"
"1320,630","true"
"1320,660","true"
"1320,690","false"
"1320,720","false"
"1320,750","false"
"1320,780","false"
"1320,810","false"
"1320,840","false"
"1320,870","false"
"1320,900","false"
"1320,930","false"
"1350,0","false"
"1350,30","false"
"1350,60","false"
"1350,90","true"
"1350,120","true"
"1350,150","true"
"1350,180","false"
"1350,210","true"
"1350,240","true"
"1350,270","true"
"1350,300","true"
"1350,330","true"
"1350,360","true"
"1350,390","true"
"1350,420","true"
"1350,450","true"
"1350,480","true"
"1350,510","true"
"1350,540","true"
"1350,570","false"
"1350,600","true"
"1350,630","true"
"1350,660","true"
"1350,690","false"
"1350,720","false"
"1350,750","false"
"1350,780","false"
"1350,810","false"
"1350,840","false"
"1350,870","false"
"1350,900","false"
"1350,930","false"
"1380,0","false"
"1380,30","false"
"1380,60","false"
"1380,90","true"
"1380,120","true"
"1380,150","true"
"1380,180","false"
"1380,210","false"
"1380,240","true"
"1380,270","true"
"1380,300","true"
"1380,330","true"
"1380,360","true"
"1380,390","true"
"1380,420","true"
"1380,450","true"
"1380,480","true"
"1380,510","true"
"1380,540","false"
"1380,570","false"
"1380,600","true"
"1380,630","true"
"1380,660","true"
"1380,690","false"
"1380,720","false"
"1380,750","false"
"1380,780","false"
"1380,810","false"
"1380,840","false"
"1380,870","false"
"1380,900","false"
"1380,930","false"
"1410,0","false"
"1410,30","false"
"1410,60","false"
"1410,90","false"
"1410,120","true"
"1410,150","true"
"1410,180","true"
"1410,210","false"
"1410,240","false"
"1410,270","false"
"1410,300","false"
"1410,330","false"
"1410,360","false"
"1410,390","false"
"1410,420","false"
"1410,450","false"
"1410,480","false"
"1410,510","false"
"1410,540","false"
"1410,570","true"
"1410,600","true"
"1410,630","true"
"1410,660","false"
"1410,690","false"
"1410,720","false"
"1410,750","false"
"1410,780","false"
"1410,810","false"
"1410,840","false"
"1410,870","false"
"1410,900","false"
"1410,930","false"
"1440,0","false"
"1440,30","false"
"1440,60","false"
"1440,90","true"
"1440,120","true"
"1440,150","true"
"1440,180","false"
"1440,210","false"
"1440,240","false"
"1440,270","true"
"1440,300","true"
"1440,330","false"
"1440,360","false"
"1440,390","false"
"1440,420","false"
"1440,450","false"
"1440,480","true"
"1440,510","true"
"1440,540","false"
"1440,570","false"
"1440,600","true"
"1440,630","true"
"1440,660","true"
"1440,690","false"
"1440,720","false"
"1440,750","false"
"1440,780","false"
"1440,810","false"
"1440,840","false"
"1440,870","false"
"1440,900","false"
"1440,930","false"
"1470,0","false"
"1470,30","false"
"1470,60","false"
"1470,90","true"
"1470,120","true"
"1470,150","true"
"1470,180","false"
"1470,210","false"
"1470,240","true"
"1470,270","true"
"1470,300","true"
"1470,330","true"
"1470,360","false"
"1470,390","false"
"1470,420","false"
"1470,450","false"
"1470,480","true"
"1470,510","true"
"1470,540","true"
"1470,570","false"
"1470,600","true"
"1470,630","true"
"1470,660","true"
"1470,690","false"
"1470,720","false"
"1470,750","false"
"1470,780","false"
"1470,810","false"
"1470,840","false"
"1470,870","false"
"1470,900","false"
"1470,930","false"
"1500,0","false"
"1500,30","false"
"1500,60","false"
"1500,90","true"
"1500,120","true"
"1500,150","true"
"1500,180","false"
"1500,210","true"
"1500,240","true"
"1500,270","true"
"1500,300","true"
"1500,330","true"
"1500,360","true"
"1500,390","false"
"1500,420","false"
"1500,450","false"
"1500,480","true"
"1500,510","true"
"1500,540","true"
"1500,570","false"
"1500,600","true"
"1500,630","true"
"1500,660","true"
"1500,690","false"
"1500,720","false"
"1500,750","false"
"1500,780","false"
"1500,810","false"
"1500,840","false"
"1500,870","false"
"1500,900","false"
"1500,930","false"
"1530,0","false"
"1530,30","false"
"1530,60","false"
"1530,90","true"
"1530,120","true"
"1530,150","true"
"1530,180","false"
"1530,210","true"
"1530,240","true"
"1530,270","true"
"1530,300","true"
"1530,330","true"
"1530,360","true"
"1530,390","true"
"1530,420","false"
"1530,450","false"
"1530,480","true"
"1530,510","true"
"1530,540","true"
"1530,570","false"
"1530,600","true"
"1530,630","true"
"1530,660","true"
"1530,690","false"
"1530,720","false"
"1530,750","false"
"1530,780","false"
"1530,810","false"
"1530,840","false"
"1530,870","false"
"1530,900","false"
"1530,930","false"
"1560,0","false"
"1560,30","false"
"1560,60","false"
"1560,90","true"
"1560,120","true"
"1560,150","true"
"1560,180","false"
"1560,210","true"
"1560,240","true"
"1560,270","true"
